Num_Topics,NPMI,Cv,Diversity
10,0.03492067569334519,0.4828482828312145,0.62
15,0.03912748159264951,0.49152896914278515,0.6266666666666667
20,0.043659512753747846,0.5040562483948603,0.575
25,0.051135460402680286,0.5077069207157983,0.58
30,0.04969943877372191,0.5059433608146243,0.5633333333333334
35,0.04548851372423605,0.5059815243450392,0.5485714285714286
40,0.04015477706686267,0.4920472777513217,0.5725
