Kategori,Keyword,Periode_Scrape,Sumber,Tanggal_Tayang,Judul,Link
Political,Badan Gizi Nasional,January 2025,CNN Indonesia,17 Jan 2025,Bos Badan Gizi Ungkap Hal yang Usik Kalbu Prabowo usai Rapat MBG,https://www.cnnindonesia.com/ekonomi/20250117190445-92-1188484/bos-badan-gizi-ungkap-hal-yang-usik-kalbu-prabowo-usai-rapat-mbg
Political,Badan Gizi Nasional,January 2025,ANTARA News Megapolitan,16 Jan 2025,Badan Gizi Nasional tanggapi kasus siswa keracunan menu MBG,https://megapolitan.antaranews.com/berita/338770/badan-gizi-nasional-tanggapi-kasus-siswa-keracunan-menu-mbg
Political,Badan Gizi Nasional,January 2025,Inilah.com,21 Jan 2025,"Dugaan Pungli MBG di Ciledug, Istana: Dikelola Ketat Badan Gizi Nasional",https://www.inilah.com/dugaan-pungli-mbg-di-ciledug-istana-dikelola-ketat-badan-gizi-nasional
Political,Badan Gizi Nasional,January 2025,Inilah.com,25 Jan 2025,"Kepala BGN ""Ngide"" Jadikan Serangga Menu Makan Bergizi Gratis",https://www.inilah.com/kepala-bgn-ngide-jadikan-serangga-menu-makan-bergizi-gratis
Political,Badan Gizi Nasional,January 2025,Sukabumi Update,16 Jan 2025,Cara Daftar Mitra Badan Gizi Nasional untuk Makan Bergizi Gratis - Sukabumi Update,https://www.sukabumiupdate.com/inspirasi/152482/cara-daftar-mitra-badan-gizi-nasional-untuk-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Pemprov Jawa Tengah,8 Jan 2025,"Dukung Program Makan Bergizi Gratis, Jateng Alokasikan Rp67,13 Miliar",https://jatengprov.go.id/publik/dukung-program-makan-bergizi-gratis-jateng-alokasikan-rp6713-miliar/
Political,Makan Bergizi Gratis,January 2025,Kementerian Sekretariat Negara,17 Jan 2025,Presiden Prabowo Dorong Percepatan Program Makan Bergizi Gratis di Indonesia,https://setneg.go.id/baca/index/presiden_prabowo_dorong_percepatan_program_makan_bergizi_gratis_di_indonesia
Political,Makan Bergizi Gratis,January 2025,Pekanbaru.go.id,14 Jan 2025,"Pemko Pekanbaru Dukung Program Makan Bergizi Gratis, Sasaran Bakal Diperluas",https://www.pekanbaru.go.id/p/news/pemko-pekanbaru-dukung-program-makan-bergizi-gratis-sasaran-bakal-diperluas
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Depok,6 Jan 2025,18 Ribu Siswa di Kota Depok Dapat Makan Bergizi Gratis Perdana,https://berita.depok.go.id/18-ribu-siswa-di-kota-depok-dapat-makan-bergizi-gratis-perdana
Political,Makan Bergizi Gratis,January 2025,Dinas Komunikasi dan Informatika Provinsi Jawa Timur,10 Jan 2025,"Makan Bergizi Gratis di Surabaya Mulai Pekan Depan, Tahap Awal Ada 5 Sekolah",https://kominfo.jatimprov.go.id/berita/makan-bergizi-gratis-di-surabaya-mulai-pekan-depan-tahap-awal-ada-5-sekolah
Political,Makan Bergizi Gratis,January 2025,Jabarprov,16 Jan 2025,"Program Makanan Bergizi Gratis di Bandung Berjalan Lancar, Diperluas ke 16.000 Siswa",https://www.jabarprov.go.id/berita/program-makanan-bergizi-gratis-di-bandung-berjalan-lancar-diperluas-ke-16-000-siswa-17086
Political,Makan Bergizi Gratis,January 2025,mmckalteng,24 Jan 2025,Kalteng Optimalkan Program Makan Bergizi Gratis (MBG) dengan Aplikasi Pena Berkah,https://mmc.kalteng.go.id/berita/read/46057/kalteng-optimalkan-program-makan-bergizi-gratis-mbg-dengan-aplikasi-pena-berkah
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kabupaten Pemalang,6 Jan 2025,Pemkab Pemalang Dukung Penuh Program Makan Bergizi Gratis,https://www.pemalangkab.go.id/2025/01/pemkab-pemalang-dukung-penuh-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Presiden RI,20 Jan 2025,Presiden Prabowo Targetkan Seluruh Anak Dapat Akses Makan Bergizi Gratis pada Akhir 2025,https://www.presidenri.go.id/siaran-pers/presiden-prabowo-targetkan-seluruh-anak-dapat-akses-makan-bergizi-gratis-pada-akhir-2025/
Political,Makan Bergizi Gratis,January 2025,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,13 Jan 2025,Menko PMK Tinjau Pelaksanaan Makan Bergizi Gratis di Sekolah Luar Biasa (SLB) B&C Cahaya Jaya,https://www.kemenkopmk.go.id/menko-pmk-tinjau-pelaksanaan-makan-bergizi-gratis-di-sekolah-luar-biasa-slb-bc-cahaya-jaya
Political,Makan Bergizi Gratis,January 2025,mpr.go.id,6 Jan 2025,Program Makan Bergizi Gratis Harus Berdampak Luas Bagi Masyarakat,https://mpr.go.id/berita/Program-Makan-Bergizi-Gratis-Harus-Berdampak-Luas-Bagi-Masyarakat
Political,Makan Bergizi Gratis,January 2025,BPK RI,15 Jan 2025,"Ditunda, Uji Coba Pemberian Makan Bergizi Gratis",https://yogyakarta.bpk.go.id/ditunda-uji-coba-pemberian-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Pemprov Jawa Tengah,13 Jan 2025,Makan Bergizi Gratis di Batang Dimulai,https://jatengprov.go.id/beritadaerah/makan-bergizi-gratis-di-batang-dimulai/
Political,Makan Bergizi Gratis,January 2025,Kementerian Sekretariat Negara,17 Jan 2025,Antusiasme Daerah Dukung Program Makan Bergizi Gratis,https://setneg.go.id/baca/index/antusiasme_daerah_dukung_program_makan_bergizi_gratis
Political,Makan Bergizi Gratis,January 2025,Jabarprov,16 Jan 2025,Program Makan Bergizi Gratis Tahap 2 di Kota Bandung Capai 21.271 Siswa,https://www.jabarprov.go.id/berita/program-makan-bergizi-gratis-tahap-2-di-kota-bandung-capai-21-271-siswa-17126
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Cirebon,13 Jan 2025,Pj Wali Kota Tinjau Hari Pertama Pelaksanaan Program Makan Bergizi Gratis,https://cirebonkota.go.id/pj-wali-kota-tinjau-hari-pertama-pelaksanaan-program-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Jabarprov,16 Jan 2025,"Kawal Program Makan Bergizi Gratis, Pemda Kota Bandung Siapkan Kelompok Kerja Terintegrasi",https://www.jabarprov.go.id/berita/kawal-program-makan-bergizi-gratis-pemda-kota-bandung-siapkan-kelompok-kerja-terintegras-17138
Political,Makan Bergizi Gratis,January 2025,Kemenko Polkam R.I.,8 Jan 2025,Menko Polkam: Multiplier Effect Makan Bergizi Gratis Berjalan Sesuai Visi Presiden Prabowo,https://polkam.go.id/menko-polkam-multiplier-effect-makan-bergizi-gratis-berjalan-sesuai-visi-presiden-prabowo/
Political,Makan Bergizi Gratis,January 2025,Pekanbaru.go.id,20 Jan 2025,Pendistribusian Makan Bergizi Gratis ke Sekolah di Pekanbaru Berjalan Lancar,https://www.pekanbaru.go.id/p/news/pendistribusian-makan-bergizi-gratis-ke-sekolah-di-pekanbaru-berjalan-lancar
Political,Makan Bergizi Gratis,January 2025,Hukumonline,29 Jan 2025,Catatan Indef Terkait Program Makan Bergizi Gratis di 100 Hari Pemerintahan Prabowo,https://www.hukumonline.com/berita/a/catatan-indef-terkait-program-makan-bergizi-gratis-di-100-hari-pemerintahan-prabowo-lt679b0d57c75fa/
Political,Makan Bergizi Gratis,January 2025,merauke.go.id,13 Jan 2025,"Makan Bergizi Gratis Dimulai di Merauke, Ribuan Pelajar 7 Sekolah Jadi Targetnya",https://portal.merauke.go.id/news/7841/makan-bergizi-gratis-dimulai-di-merauke-ribuan-pelajar-7-sekolah-jadi-targetnya.html
Political,Makan Bergizi Gratis,January 2025,mmckalteng,24 Jan 2025,Kalteng Siap Sinergikan Pemerintah dan Sekolah dalam Program Makan Bergizi Gratis (MBG),https://mmc.kalteng.go.id/berita/read/46056/kalteng-siap-sinergikan-pemerintah-dan-sekolah-dalam-program-makan-bergizi-gratis-mbg
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Banda Aceh,6 Jan 2025,"Pantau Makan Bergizi Gratis, Almuniza: Alhamdulillah, Anak-anak Senang",https://prokopim.bandaacehkota.go.id/berita/40453/pantau-makan-bergizi-gratis-almuniza-alhamdulillah-anak-anak-senang.html
Political,Makan Bergizi Gratis,January 2025,mmckalteng,15 Jan 2025,Kalteng Siap Dukung Program Makan Bergizi Gratis Presiden Prabowo Subianto dan Wapres Gibran Rakabuming,https://mmc.kalteng.go.id/berita/read/45986/kalteng-siap-dukung-program-makan-bergizi-gratis-presiden-prabowo-subianto-dan-wapres-gibran-rakabuming
Political,Makan Bergizi Gratis,January 2025,Website Diskominfo Indramayu,9 Jan 2025,"Bupati Indramayu Nina Agustina Resmikan Dapur Sehat Program Makan Bergizi Gratis, Pertama di Ciayumajakuning",http://diskominfo.indramayukab.go.id/berita/detail/bupati-indramayu-nina-agustina-resmikan-dapur-sehat-program-makan-bergizi-gratis-pertama-di-ciayumajakuning
Political,Makan Bergizi Gratis,January 2025,Pemprov Jawa Tengah,13 Jan 2025,Kodim 0706 Temanggung Uji Coba Makanan Bergizi Gratis,https://jatengprov.go.id/beritadaerah/kodim-0706-temanggung-uji-coba-makanan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Kompas.id,30 Jan 2025,Anggaran Makan Bergizi Gratis Dapat Membengkak ke Rp 171 Triliun pada 2025,https://www.kompas.id/artikel/anggaran-makan-bergizi-gratis-dapat-membengkak-jadi-rp-171-triliun-di-tahun-pertama
Political,Makan Bergizi Gratis,January 2025,Portal Informasi Indonesia,27 Jan 2025,Wamenkomdigi: Program Makan Bergizi Gratis Upaya Wujudkan Visi Indonesia Emas 2045,https://indonesia.go.id/kategori/sosial-budaya/8938/wamenkomdigi-program-makan-bergizi-gratis-upaya-wujudkan-visi-indonesia-emas-2045?lang=1
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Depok,16 Jan 2025,"Dinkes Depok Turut Kawal Program Makanan Bergizi Gratis, Pastikan Gizi Harian Terpenuhi",https://berita.depok.go.id/dinkes-depok-turut-kawal-program-makanan-bergizi-gratis-pastikan-gizi-harian-terpenuhi
Political,Makan Bergizi Gratis,January 2025,Pemerintah Provinsi Lampung,13 Jan 2025,Provinsi Lampung Siap Laksanakan Program Makan Bergizi Gratis untuk Generasi Emas 2045,https://ppid.lampungprov.go.id/detail-post/Provinsi-Lampung-Siap-Laksanakan-Program-Makan-Bergizi-Gratis-untuk-Generasi-Emas-2045
Political,Makan Bergizi Gratis,January 2025,Ombudsman Republik Indonesia,10 Jan 2025,Ini Catatan Temuan Ombudsman Sulsel pada Program Makan Siang Gratis di Makassar,https://ombudsman.go.id/perwakilan/news/r/pwksiaran--ini-catatan-temuan-ombudsman-sulsel-pada-program-makan-siang-gratis-di-makassar
Political,Makan Bergizi Gratis,January 2025,Pemkab Natuna,24 Jan 2025,Dinas Pendidikan Kabupaten Natuna Akan Terapkan Program Makan Bergizi Gratis untuk Siswa,https://natunakab.go.id/dinas-pendidikan-kabupaten-natuna-akan-terapkan-program-makan-bergizi-gratis-untuk-siswa/
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Palangka Raya,22 Jan 2025,Pemko Palangka Raya Komitmen Wujudkan Generasi Sehat Melalui Program Makan Bergizi Gratis,https://palangkaraya.go.id/pemko-palangka-raya-komitmen-wujudkan-generasi-sehat-melalui-program-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,BPK RI,17 Jan 2025,Mega Dukung Makan Bergizi Gratis,https://yogyakarta.bpk.go.id/mega-dukung-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Cirebon,11 Jan 2025,Pj Wali Kota Tinjau Kesiapan Dapur Program Makan Bergizi Gratis,https://cirebonkota.go.id/pj-wali-kota-tinjau-kesiapan-dapur-program-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Voice of America Indonesia,14 Jan 2025,Pemerintah Diminta Libatkan Kantin Sekolah dan UMKM untuk Program Makan Bergizi Gratis,https://www.voaindonesia.com/a/pemerintah-diminta-libatkan-kantin-sekolah-dan-umkm-untuk-program-makan-bergizi-gratis/7935967.html
Political,Makan Bergizi Gratis,January 2025,Kementerian Agama,22 Jan 2025,Kepala BPJPH Melakukan Peninjauan Pelaksanaan Program Makan Bergizi Gratis di MTs Negeri 14 Jakarta Timur,https://dki.kemenag.go.id/berita/kepala-bpjph-melakukan-peninjauan-pelaksanaan-program-makan-bergizi-gratis-di-mts-negeri-14-jakarta-timur-eRcHm
Political,Makan Bergizi Gratis,January 2025,CNBC Indonesia,11 Jan 2025,"Deal! Jepang-RI Sepakati Sejumlah Kerja Sama, Ada Makan Bergizi Gratis",https://www.cnbcindonesia.com/news/20250111133748-4-602453/deal-jepang-ri-sepakati-sejumlah-kerja-sama-ada-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Depok,30 Jan 2025,Pemkot Depok Kawal Pelaksanaan Program Makan Bergizi Gratis,https://berita.depok.go.id/pemkot-depok-kawal-pelaksanaan-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Jabarprov,8 Jan 2025,Bey Machmudin Pantau Makan Bergizi Gratis di Kota Sukabumi,https://www.jabarprov.go.id/berita/bey-machmudin-pantau-makan-bergizi-gratis-di-kota-sukabumi-17077
Political,Makan Bergizi Gratis,January 2025,The Indonesian Institute,20 Jan 2025,Menanti Solusi Praktis dari Pelaksanaan Makan Bergizi Gratis,https://www.theindonesianinstitute.com/menanti-solusi-praktis-dari-pelaksanaan-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,BPK RI,13 Jan 2025,BUMDes Agar Dilibatkan Program Makan Bergizi Gratis,https://yogyakarta.bpk.go.id/bumdes-agar-dilibatkan-program-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Beritajakarta.id,13 Jan 2025,Senangnya Pelajar di SDN Bangka 01 Dapat Makan Bergizi Gratis,https://m.beritajakarta.id/read/141913/senangnya-pelajar-di-sdn-bangka-01-dapat-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Kejaksaan Tinggi Jawa Timur,31 Jan 2025,"Pengarahan Program Makan Bergizi Gratis, Jamintel Sampaikan 4 Poin Penting",https://kejati-jatim.go.id/pengarahan-program-makan-bergizi-gratis-jamintel-sampaikan-4-poin-penting/
Political,Makan Bergizi Gratis,January 2025,Hukumonline,15 Jan 2025,KPPU Kawal Tender Program Makan Bergizi Gratis,https://www.hukumonline.com/berita/a/kppu-kawal-tender-program-makan-bergizi-gratis-lt6787af8c0ec9f/
Political,Makan Bergizi Gratis,January 2025,detikcom,13 Jan 2025,"Sepekan Berjalan, Program Makan Bergizi Gratis di Bali Baru Punya 2 Dapur Sehat",https://www.detik.com/bali/berita/d-7730592/sepekan-berjalan-program-makan-bergizi-gratis-di-bali-baru-punya-2-dapur-sehat
Political,Makan Bergizi Gratis,January 2025,Hukumonline,20 Jan 2025,Usulan Dana Zakat untuk Program Makan Bergizi Gratis Dinilai Tak Sesuai Aturan,https://www.hukumonline.com/berita/a/usulan-dana-zakat-untuk-program-makan-bergizi-gratis-dinilai-tak-sesuai-aturan-lt678e684579c74/
Political,Makan Bergizi Gratis,January 2025,Universitas Gadjah Mada,20 Jan 2025,Pojok Bulaksumur Edisi Januari 2025: Makan Bergizi Gratis Perlu Diawasi,https://ugm.ac.id/id/video/pojok-bulaksumur-edisi-januari-2025-mbg-perlu-diawasi/
Political,Makan Bergizi Gratis,January 2025,ANTARA News,12 Jan 2025,14 sekolah dapat makan bergizi gratis di Banjarmasin,https://kalsel.antaranews.com/berita/447654/14-sekolah-dapat-makan-bergizi-gratis-di-banjarmasin
Political,Makan Bergizi Gratis,January 2025,Presiden RI,20 Jan 2025,[FOTO] Presiden Prabowo Targetkan Seluruh Anak Dapat Akses Makan Bergizi Gratis pada Akhir 2025,https://www.presidenri.go.id/foto/presiden-prabowo-targetkan-seluruh-anak-dapat-akses-makan-bergizi-gratis-pada-akhir-2025/
Political,Makan Bergizi Gratis,January 2025,Media Center Serdang Bedagai,14 Jan 2025,Dapur Umum Program Makan Bergizi di Sergai Targetkan Layani 3.000 Siswa,https://mediacenter.serdangbedagaikab.go.id/2025/01/14/dapur-umum-program-makan-bergizi-di-sergai-targetkan-layani-3-000-siswa/
Political,Makan Bergizi Gratis,January 2025,Jabarprov,16 Jan 2025,Pj Wali Kota Dampingi Wamendagri Tinjau Makan Bergizi Gratis di Kota Bogor,https://www.jabarprov.go.id/berita/pj-wali-kota-dampingi-wamendagri-tinjau-makan-bergizi-gratis-di-kota-bogor-17067
Political,Makan Bergizi Gratis,January 2025,BPKP,6 Jan 2025,Badan Pengawasan Keuangan dan Pembangunan,https://bpkp.go.id/id/berita/pd6m/bpkp-maluku-utara-pantau-pendistribusian-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Kejaksaan Agung,30 Jan 2025,Kejaksaan Siap Lakukan Pengawalan Program Makan Bergizi Gratis untuk Mendukung Pembangunan SDM Indonesia,https://www.kejaksaan.go.id/conference/news/3416/read
Political,Makan Bergizi Gratis,January 2025,Pemerintah Kota Depok,13 Jan 2025,"Dinkes Depok Sambut Positif Program MBG, Bantu Penuhi Gizi Harian Anak",https://berita.depok.go.id/dinkes-depok-sambut-positif-program-mbg-bantu-penuhi-gizi-harian-anak
Political,Makan Bergizi Gratis,January 2025,BPK RI,13 Jan 2025,BUMKal Terlibat Dukung Program Makan Bergizi Gratis,https://yogyakarta.bpk.go.id/bumkal-terlibat-dukung-program-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,MMC Kotawaringin Barat,24 Jan 2025,"Dukung Program Makan Bergizi Gratis, Distan Berikan Pembinaan NKV pada Unit Usaha Daging dan Telur",https://mmc.kotawaringinbaratkab.go.id/berita/dukung-program-makan-bergizi-gratis-distan-berikan-pembinaan-nkv-pada-unit-usaha-daging-dan-telur-
Political,Makan Bergizi Gratis,January 2025,detikNews,17 Jan 2025,Ruang Perbaikan untuk Program Makan Bergizi Gratis,https://news.detik.com/kolom/d-7736839/ruang-perbaikan-untuk-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Kompas.id,19 Jan 2025,Jalan Terjal Meliput Makan Bergizi Gratis,https://www.kompas.id/artikel/jalan-terjal-meliput-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,Portal Informasi Indonesia,16 Jan 2025,"Gizi Membaik, Ekonomi Lokal Berputar",https://indonesia.go.id/kategori/editorial/8901/gizi-membaik-ekonomi-lokal-berputar?lang=1
Political,Makan Bergizi Gratis,January 2025,detikNews,25 Jan 2025,Pemerintah Akan Beri Modal Awal UMKM Terlibat Makan Bergizi Gratis,https://news.detik.com/berita/d-7749355/pemerintah-akan-beri-modal-awal-umkm-terlibat-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,detikcom,14 Jan 2025,Anggaran Makan Bergizi Gratis Mau Ditambah,https://www.detik.com/sumut/berita/d-7731493/anggaran-makan-bergizi-gratis-mau-ditambah
Political,Makan Bergizi Gratis,January 2025,Pemerintah Provinsi Kepulauan Bangka Belitung,23 Jan 2025,Kebutuhan Anggaran Makan Gratis SMA/SMK di Babel Rp128 M,https://www.babelprov.go.id/siaran_pers/kebutuhan-anggaran-makan-gratis-smasmk-di-babel-rp128-m
Political,Makan Bergizi Gratis,January 2025,detikcom,13 Jan 2025,"Program Makan Bergizi Gratis Digelar di Sumenep, Siswa: Makanannya Enak",https://www.detik.com/jatim/berita/d-7729988/program-makan-bergizi-gratis-digelar-di-sumenep-siswa-makanannya-enak
Political,Makan Bergizi Gratis,January 2025,Pemerintah Provinsi Kepulauan Bangka Belitung,20 Jan 2025,Antusiasme Pemprov. Babel Dukung Program Makan Bergizi Gratis,https://www.babelprov.go.id/siaran_pers/antusiasme-pemprov-babel-dukung-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,CNBC Indonesia,21 Jan 2025,Istana Ungkap Alasan Menu Susu Tak Ada di Makan Bergizi Gratis Jakarta,https://www.cnbcindonesia.com/news/20250121104315-4-604770/istana-ungkap-alasan-menu-susu-tak-ada-di-makan-bergizi-gratis-jakarta
Political,Makan Bergizi Gratis,January 2025,Kompas.id,20 Jan 2025,Dua Sisi Bantuan Sosial dan Makan Bergizi Gratis yang Populis,https://www.kompas.id/artikel/mereka-masih-perlu-dibantu
Political,Makan Bergizi Gratis,January 2025,Kompas.id,12 Jan 2025,"Banyak Keluhan, Menu Makan Bergizi Gratis Perlu Diperbaiki",https://www.kompas.id/artikel/banyak-keluhan-menu-makan-bergizi-gratis-perlu-diperbaiki
Political,Makan Bergizi Gratis,January 2025,detikcom,13 Jan 2025,"Makan Bergizi Gratis Solo Dimulai Hari Ini, Sasar 7 Sekolah-2.787 Murid",https://www.detik.com/jateng/berita/d-7729756/makan-bergizi-gratis-solo-dimulai-hari-ini-sasar-7-sekolah-2-787-murid
Political,Makan Bergizi Gratis,January 2025,20detik,8 Jan 2025,Video: Ini Standar Dapur untuk Program Makan Bergizi Gratis,https://20.detik.com/detikupdate/20250108-250108086/video-ini-standar-dapur-untuk-program-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,mpr.go.id,6 Jan 2025,"Makan Bergizi Gratis Dimulai, HNW: Siswa Madrasah/Sekolah Keagamaan dan Pesantren Jangan Terlewat","https://mpr.go.id/berita/Makan-Bergizi-Gratis-Dimulai,-HNW:-Siswa-Madrasah-Sekolah-Keagamaan-dan-Pesantren-Jangan-Terlewat"
Political,Makan Bergizi Gratis,January 2025,Dinas Komunikasi dan Informatika Provinsi Jawa Timur,15 Jan 2025,Pemkot Probolinggo dan DPRD Tinjau Dapur Makan Bergizi Gratis,https://kominfo.jatimprov.go.id/berita/pemkot-probolinggo-dan-dprd-tinjau-dapur-makan-bergizi-gratis
Political,Makan Bergizi Gratis,January 2025,detikcom,13 Jan 2025,Program Makan Bergizi Gratis Sumenep Digelar di 18 Sekolah,https://www.detik.com/jatim/berita/d-7730155/program-makan-bergizi-gratis-sumenep-digelar-di-18-sekolah
Political,Makan Bergizi Gratis,January 2025,IPB University,20 Jan 2025,"Rabuan Bersama, Rektor Sebut IPB University akan Jadi Center of Excellence Makan Bergizi Gratis",https://www.ipb.ac.id/news/index/2025/01/rabuan-bersama-rektor-sebut-ipb-university-akan-jadi-center-of-excellence-makan-bergizi-gratis/
Political,Makan Bergizi Gratis,January 2025,Dinas Komunikasi dan Informatika Provinsi Jawa Timur,13 Jan 2025,Wali Kota Eri Pantau Makan Bergizi Gratis Perdana di SD dan SMP Surabaya,https://kominfo.jatimprov.go.id/berita/wali-kota-eri-pantau-makan-bergizi-gratis-perdana-di-sd-dan-smp-surabaya
